,PhraseNo,Phrase,IsHateSpeech
256,257,"['Unp', 'ආන්ඩුව', 'මොකුත්', 'කලේ', 'නෑ', 'කියන', 'එවුන්', 'බලා', 'ගනිල්ල', 'unp', 'ආන්ඩුවක්', 'පලක්', 'නැති', 'දේවල්', 'වෙනුවෙන', 'කවදාවත්', 'ලෝකෙට', 'රට', 'ණයකලේ', 'නෑ', 'නෙළුම්', 'පොකුනු', 'නෙළුම්', 'පොකුනු', 'වෙනුවෙන්', 'රට', 'ණයකරපු', 'සල්ලිවල', 'මේ', 'වගේ', 'දෙයක්', 'කලානම්', 'කොච්චර', 'වටිනවද']",YES
257,258,"['සතියයි', 'බං', 'ඕවා', 'ඕවට', 'cctv', 'camera', 'system', 'එකක්', 'දාන්න', 'ඕනෙ']",NO
259,260,"['Okko', 'keli', 'galawan', 'yanawa', 'ape', 'un']",NO
261,262,"['Oya', 'thathwen', 'tyenne', 'eka', 'dwsai', 'ape', 'minisunt', 'kohed', 'owge', 'wtinakamak']",NO
265,266,"['මේ', 'ලංකාවටද', 'ඕක', 'ගේන්නෙ', 'පලවෙනි', 'දවසෙම', 'ඕකේ', 'ෆෑන්', 'TV', 'ටික', 'ගලවන්', 'යයි']",NO
266,267,"['gothrika', 'ratakata', 'me', 'wage', 'dewal', 'dunnata', 'reka', 'ganne', 'ne', 'kiyala', 'sure']",YES
268,269,"['Ki', 'dawasak', 'ohoma', 'lassanata', 'thiyaida']",NO
269,270,"['Cctv', 'gahala', 'genna', 'nathnm', 'dawsai', 'dekaii', 'okkoma', 'kala', 'daweee']",NO
271,272,"['Ape', 'unta', 'oke', 'yanna', 'uganna', 'wenawa', 'neth', 'nam', 'kala', 'dawi']",NO
273,274,"['Ape', 'rilawu', 'tika', 'okatath', 'wade', 'deyi']",YES
274,275,"['balamu', 'mekawath', 'hariyata', 'thiya', 'ganida', 'kiyala', 'badulle', 'train', 'eke', 'toilat', 'eken', 'eleyata', 'patta', 'chu', 'gadai']",YES
276,277,"['Hoda', 'wagayma', 'wanasana', 'ewungayn', 'bayraganna', 'watina', 'Badu']",NO
278,279,"['Raththaran', 'newei', 'diyamanthi', 'hari', 'kamak', 'na', 'ape', 'gedara', 'chandayaka', 'watinakama', 'laksha', 'dekai']",NO
279,280,"['me', 'mama', 'nemei', 'ane', 'danne', 'nadda', 'mata', 'naya', 'gahala', 'mama', 'malane', 'a', 'unata', 'balannako', 'parcy', 'aiyata', 'kellek', 'akka', 'sapak', 'ganna', 'ona', 'unama', 'mama', 'thamai', 'set', 'karala', 'denne', 'parcy', 'aiya', 'katha', 'kaloth', 'witharai', 'mata', 'pana', 'Anne']",NO
281,282,"['Mehema', 'poster', 'gahana', 'ekeknam', 'raththaran', 'ekek', 'wenna', 'ba']",NO
290,291,"['Sadu', 'sadu', 'ochchara', 'kal', 'pirith', 'ahuwa', 'theruma', 'danan', 'hitiye', 'na', 'aa', 'hinda', 'sarddawakin', 'nm', 'neme', 'ahuwe', 'paliyenui', 'sinahalenuii', 'dekenma', 'kiynakota', 'pirithehi', 'thiyenawa', 'avobathmaka', 'bawth', 'labenawa', 'sraddwth', 'wadenawa', 'Kusalayka', 'hitha', 'pihitana', 'nisa', 'aniwryenma', 'pirithehi', 'anubawa', 'labenawamai']",NO
293,294,"['ත්', 'රිපිටකය', 'විකුර්ති', 'කරලා', 'පමණක්', 'නෙවි', 'කොටස්', 'අඩු', 'කරලා', 'පිරිත්', 'කියන්නේ', 'ඉංග්', 'රීසියෙන්', 'පල්ලියේ', 'ගීතිකා', 'ගයන', 'විධියට', 'ඉංග්', 'රීසියට', 'පරිවර්තනය', 'කරලා', 'සංගීතිය', 'මුසු', 'කරලා', 'ප්', 'රතිමා', 'කලාව', 'එහෙම', 'පිටින්ම', 'විකුර්ති', 'කරලා', 'අඩ', 'නිරුවත්', 'රුප', 'අඹල', 'මේවා', 'මම', 'ඇතුළු', 'බොහෝ', 'පිරිසක්', 'විවේචනය', 'කරාට', 'පස්සේ', 'දැන්', 'විකුර්ති', 'කරලා', 'හදපු', 'ප්', 'රතිමා', 'නැවත', 'හදනවා', 'කියල', 'ආරංචියි', 'ඔබ', 'නොදන්නවා', 'උනාට', 'මම', 'ඔය', 'හාමුදුරුවන්ගේ', 'NGO', 'වැඩපිළිවෙල', 'ගැන', 'මම', 'දන්නේ', '1998', 'පමණ', 'ඉඳල', 'ගලිගමුවේ', 'ghanadipa', 'හාමුදුරුවන්ට', 'වස', 'දීල', 'ඒ', 'හාමුදුරුවන්ව', 'අපවත්', 'කරන්න', 'හැදුවේ', 'කව්ද', 'කියල', 'ඒ', 'ගලිගමුවේ', 'හාමුදුරුවන්ගෙන්ම', 'ඇහුවනම්', 'දැනගන්න', 'තිබුන', 'මහාචාර්ය', 'ඉඳුරාගාරේ', 'ධර්මරතන', 'හාමුදුරුවෝ', 'බෞධ', 'ඝාතක', 'කල්ලි', 'කියල', 'පොතක්', 'ලියල', 'තියනවා', 'අන්න', 'ඒ', 'පොතේ', 'තියනවා', 'කිරිබත්ගොඩ', 'උන්නාන්සේගේ', 'කෙරුවාව', 'හොයාගෙන', 'කියවන්න', 'මම', 'මේ', 'කරන්නේ', 'බොරු', 'අපහාසයක්', 'නම්', 'එකේ', 'පාපයේ', 'දිග', 'පළල', 'මම', 'හොඳට', 'දන්නවා', 'නමුත්', 'මම', 'බය', 'නැතුව', 'මේ', 'චෝදනාව', 'කරන්නේ', 'මම', 'හොඳාකාරවම', 'දන්නා', 'නිසයි', 'මේ', 'දේවල්', 'පරම', 'සත්', 'යය']",NO
294,295,"['Pirtiha', 'yanu', 'manthara', 'nowa', 'gana', 'pihitanna', 'Sathya', 'pamanai', 'Gana', 'pihitanne', 'bamuno']",NO
295,296,"['Kuhaka', 'kamin', 'kupitha', 'uwanta', 'theruwan', 'saranai', 'kalyana', 'mithrainwahanselata', 'deergau', 'wewa']",NO
296,297,"['oba', 'jothishya', 'karana', 'kenek', 'wenna', 'oni', 'cover', 'foto', 'ekata', 'anuwa', 'nam', 'Ow', 'loku', 'swamanin', 'wahanse', 'wiruddai', 'jothishyta', 'a', 'nisa', 'wenna', 'athi', 'ohoma', 'kiwwe']",NO
297,298,"['Jivite', 'nodenima', 'amuthuma', 'tenakata', 'geniyanawa', 'sadu', 'sadu', 'sadu', 'ape', 'dahama', 'api', 'rekaganna', 'ona']",NO
298,299,"['අන්න', 'එහෙම', 'තමයි', 'ඉන්න', 'ඕන', 'මමත්', 'පංසල්', 'පල්ලි', 'දෙකටම', 'යනවා', 'ඉස්සර', 'ඉඳන්ම', 'කාලයක්', 'මගේ', 'gf', 'වෙලා', 'හිටියෙ', 'කතෝලික', 'කෙල්ලෙක්', 'ඉතින්', 'නිරායාසයෙන්', 'මම', 'කතෝලික', 'පල්ලි', 'වල', 'නිස්කලංක', 'බවට', 'ආස', 'වුණා', 'කෙල්ල', 'ගියා', 'හැබැයි', 'පල්ලි', 'වලට', 'මම', 'තාම', 'යනවා']",NO
300,301,"['මගේ', 'අම්මා', 'කතෝලික', 'තාත්තා', 'බෞද්ධ', 'මමයි', 'මල්ලියි', 'දෙන්නම', 'බෞතීස්ම', 'වෙලා', 'නෑ', 'ගියේ', 'බෞද්ධ', 'ඉස්කෝල', 'දෙකකට', 'හැබැයි', 'දෙන්නම', 'පල්ලි', 'පන්සල්', 'දෙකටම', 'ගියා', 'මම', 'spiritual', 'මල්ලි', 'නිරාගමික']",NO
312,313,"['Kauru', 'mona', 'widiyata', 'dakkath', 'meka', 'ahagena', 'innakota', 'me', 'palida', 'sinhalada', 'kiyala', 'hithen', 'na', 'hithata', 'pudumakara', 'sahalluwak', 'danenawa', 'aththatama']",NO
314,315,"['ඇතැමුන්', 'නොදන්නවා', 'උනාට', 'කිරිබත්ගොඩ', 'උන්නාන්සේ', 'ත්', 'රිපිටකය', 'විකුර්ති', 'කරලා', 'පමණක්', 'නෙවි', 'කොටස්', 'අඩු', 'කරලා', 'පිරිත්', 'කියන්නේ', 'ඉංග්', 'රීසියෙන්', 'පල්ලියේ', 'ගීතිකා', 'ගයන', 'විධියට', 'ඉංග්', 'රීසියට', 'පරිවර්තනය', 'කරලා', 'සංගීතිය', 'මුසු', 'කරලා', 'ප්', 'රතිමා', 'කලාව', 'එහෙම', 'පිටින්ම', 'විකුර්ති', 'කරලා', 'අඩ', 'නිරුවත්', 'රුප', 'අඹල', 'මේවා', 'මම', 'ඇතුළු', 'බොහෝ', 'පිරිසක්', 'විවේචනය', 'කරාට', 'පස්සේ', 'දැන්', 'විකුර්ති', 'කරලා', 'හදපු', 'ප්', 'රතිමා', 'නැවත', 'හදනවා', 'කියල', 'ආරංචියි', 'ඔබ', 'කව්රුත්', 'නොදන්නවා', 'උනාට', 'මම', 'ඔය', 'හාමුදුරුවන්ගේ', 'NGO', 'වැඩපිළිවෙල', 'ගැන', 'මම', 'දන්නේ', '1998', 'පමණ', 'ඉඳල', 'ගලිගමුවේ', 'ghanadipa', 'හාමුදුරුවන්ට', 'වස', 'දීල', 'ඒ', 'හාමුදුරුවන්ව', 'අපවත්', 'කරන්න', 'හැදුවේ', 'කව්ද', 'කියල', 'ඒ', 'ගලිගමුවේ', 'හාමුදුරුවන්ගෙන්ම', 'ඇහුවනම්', 'දැනගන්න', 'තිබුන', 'මහාචාර්ය', 'ඉඳුරාගාරේ', 'ධර්මරතන', 'හාමුදුරුවෝ', 'බෞධ', 'ඝාතක', 'කල්ලි', 'කියල', 'පොතක්', 'ලියල', 'තියනවා', 'අන්න', 'ඒ', 'පොතේ', 'තියනවා', 'කිරිබත්ගොඩ', 'උන්නාන්සේගේ', 'කෙරුවාව', 'හොයාගෙන', 'කියවන්න', 'හොඳ', 'පොතක්', 'මම', 'මේ', 'කරන්නේ', 'බොරු', 'අපහාසයක්', 'නම්', 'එකේ', 'පාපයේ', 'දිග', 'පළල', 'මම', 'හොඳට', 'දන්නවා', 'නමුත්', 'මම', 'බය', 'නැතුව', 'මේ', 'චෝදනාව', 'කරන්නේ', 'මම', 'හොඳාකාරවම', 'දන්නා', 'නිසයි', 'මේ', 'දේවල්', 'පරම', 'සත්', 'යය']",NO
315,316,"['බුදු', 'දහම', 'අපි', 'රැක', 'ගමු', 'ath', 'me', 'kamara', 'karayata', 'pisida', 'චූඩාමානි', 'කයේ', 'udine', 'camara', 'karanne', 'pisso', 'inne', 'බුදු', 'සරණයි']",YES
318,319,"['උදය', 'ගම්මන්පිල', 'කියන්නෙ', 'නිකමෙක්', 'නෙවෙයි', 'ඔහු', '1989', 'වසරේ', 'උසස්', 'පෙළ', 'වාණිජ', 'අංශයෙන්', 'දිවයිනෙන්ම', 'ප්', 'රථමස්ථානය', 'ලබා', 'ගත්', 'ශ්', 'රී', 'ලංකා', 'දේශපාලනයට', 'විරල', 'උගතෙක්', 'මේ', 'සිදුවීම', 'හරිම', 'අස්භාවිකයි']",NO
319,320,"['UNP', 'JVP', 'SLFP', 'SLPP', 'හෝ', 'ඕනෑම', 'පක්ෂයක', 'හොරු', 'හා', 'බොරුකාරයන්', 'මේ', 'විදිහට', 'දිගටම', 'ප්', 'රතික්ෂේප', 'කළ', 'යුතුයි', 'අනිත්', 'අයටත්', 'ඒක', 'රුකුලක්', 'ආදර්ශයක්', 'වේවි', 'දේශපාලන', 'හොරුන්ට', 'එරෙහි', 'වෙන්න']",YES
324,325,"['උන්', 'සම්මාන', 'ගන්න', 'බෑ', 'කියද්දි', 'දේශපාලුවෝ', 'දෙන්නනම', 'අත්පුඩි', 'ගැහුවා', 'උන්', 'එහෙම', 'කරේ', 'කපටිකමටද', 'ලැජ්ජාවෙන්', 'බේරෙන්නද', 'කියල', 'හිතන්න', 'අමාරුයි', 'නමුත්', 'ප්', 'රතික්ෂේප', 'වුනේ', 'කවුද', 'කියල', 'බහුතර', 'comments', 'වලින්', 'පැහැදිලියි']",NO
327,328,"['Meke', 'comment', 'dakkahama', 'terena', 'akama', 'de', 'tamat', 'desapaluwanta', 'kade', 'yana', 'wahallu', 'bara', 'gaaanak', 'ennawa', 'kiyana', 'ekai']",YES
328,329,"['Aththatama', 'hoday', 'School', 'ekaka', 'sertificates', 'dennath', 'amathi', 'waru', 'genwanawa', 'E', 'amathi', 'waru', 'e', 'lamay', 'tharamatawath', 'igena', 'gena', 'na', 'kisima', 'uthsawayakata', 'amathi', 'waru', 'manthri', 'waru', 'genna', 'ganna', 'narakay', 'Ita', 'wada', 'hoday', 'e', 'sahathika', 'thamanwa', 'bihikarapu', 'demawpiyan', 'athin', 'dena', 'eka']",NO
331,332,"['Politics', 'enawanam', 'mewa', 'vinda', 'dara', 'ganna', 'wenawa', 'eken', 'gammak', 'ena', 'bawath', 'hada', 'ganna', 'waradi', 'awathawak', 'eka']",NO
333,334,"['Mun', 'naluwo', 'da', 'nattam', 'rastiyadu', 'kara', 'chandi', 'da', 'oka', 'award', '1k', 'ganna', 'welawak', 'nathuwa', 'picatin', 'karana', 'welawak', 'newei']",YES
334,335,"['News', 'newaradi', 'karanna', 'hadanna', 'epa', 'Organised', 'karala', 'tibuna', 'vidiyata', 'wada', 'kerrnna', 'one', 'ehema', 'kamati', 'nati', 'kenek', 'innawanam', 'Samana', 'Nogena', 'inna', 'one']",NO
343,344,"['Prashnayak', 'na', 'othana', 'inna', 'deshapalakayin', 'dedenath', 'ekka', 'baladdai', 'shriyantha', 'mendis', 'yanu', 'yodhayek', 'sriyantha', 'laankeeya', 'kalaawata', 'amila', 'sewayak', 'kala', 'ayeki', 'anek', 'dedena', 'parliment', 'gos', 'aththe', 'ratata', 'awashya', 'hoda', 'prathipaththi', 'saadeemata', 'namuth', 'owun', 'hadupu', 'eka', 'hoda', 'prathipaththiyak', 'thibeda']",NO
344,345,"['Kalakarayek', 'unama', 'meta', 'wada', 'nihathamai', 'wenna', 'one', 'mun', 'tama', 'oya', 'rasikayontah', 'lokuma', 'pennane', 'desapalane', 'wadak', 'n', 'a', 'othenta', 'owa', 'tama', 'moda', 'kama', 'penwanne']",NO
345,346,"['Aththtama', 'meyala', 'ta', 'kalakaruwo', 'kiyanna', 'puluwanda', 'Niyama', 'kalakaruwo', 'mehema', 'hasirenne', 'nah', 'kawadawath', 'Duminda', 'Gammanpila', 'lage', 'deshpalana', 'gatalu', 'athi', 'Namuth', 'apey', 'sinhalayan', 'vidiyata', 'meeta', 'wada', 'gunagaruka', 'wenna', 'oney', 'Oyala', 'oya', 'pradharshanaya', 'kale', 'duminda', 'ge', 'wath', 'Gammanpila', 'gewath', 'narakak', 'neme', 'Oyalagema', 'pahath', 'manasikathwaya', 'Harima', 'kanagatui']",NO
347,348,"['ලංකාවෙි', 'දේශපාලනය', 'හැම', 'වැඩකටම', 'සමිබන්ධ', 'කර', 'ගන්න', 'හොද', 'නෑ', 'ප්', 'රවීන', 'කලාකාරයෙක්', 'අතින්', 'ඔය', 'සමිමානය', 'දුන්නනමි', 'වටිනව', 'කොහොම', 'උනත්', 'ලංකාවෙි', 'දෙශපාලකයින්', 'ගැන', 'කල', 'කිරී', 'සිටින', 'අවධියක', 'පාර්ලිමෙින්තුවෙි', 'සිටින', '225', 'ජනතාව', 'විසින්', 'ඔය', 'විදිහට', 'ප්', 'රතික්', 'ේෂ්ප', 'කරානමි', 'හොදයි']",YES
350,351,"['methana', 'thiyenne', 'wenna', 'prasnayak', 'muu', 'ranil', 'Dunne', 'name', 'ok', 'a', 'ganiwi', 'muu', 'sannasgalage', 'golayek', 'ganga', 'karate', 'kiyalath', 'hugely', 'aya', 'kiyanawa', 'ai', 'desapaluwanta', 'aradana', 'late']",YES
352,353,"['Kalaa', 'karuvekuta', 'sammaanayak', 'pirinemiya', 'yuththe', 'iita', 'ihala', 'talaye', 'kalaavek', 'athini']",NO
353,354,"['Manussakamai', 'deshapalanayai', 'wenas', 'puthiii', 'a', 'deka', 'aduraganna', 'beri', 'munta', 'kawda', 'yako', 'sammana', 'dennee']",YES
355,356,"['Mamath', 'despalkayanta', 'kamti', 'ne', 'namuth', 'metana', 'despalanya', 'gawa', 'ganna', 'eka', 'modakamak', 'onwata', 'wada', 'oluw', 'idmawa', 'gande', 'apa', 'meka', 'dekahma', 'mata', 'hitanna', 'kalkaruo', 'mehara', 'මෝඩද', 'kiyala']",YES
356,357,"['Niduk', 'nirogi', 'suwapiri', 'wasarak', 'erabena', 'subama', 'suba', 'upandinak', 'wewa', 'maliya']",NO
357,358,"['Deshapalanaya', 'wenai', 'sabawaka', 'kuhaka', 'kam', 'kirieema', 'anumatha', 'karanna', 'ba', 'kalawa', 'kiyanne', 'sundarathwaya', 'misak', 'kuhaka', 'kama', 'neme']",YES
358,359,"['Kondak', 'athi', 'un', 'dennek', 'dakka', 'sathutui', 'aththatama', 'me', 'uda', 'comment', 'dala', 'thiyana', 'godak', 'unta', 'game', 'Pol', 'gediyak', 'kadapu', 'horekuta', 'gahala', 'banala', 'erehi', 'wenta', 'kondak', 'thibbata', 'me', 'wage', 'loku', 'horunta', 'erehi', 'wenta', 'kondak', 'Na']",NO
360,361,"['මේකෙ', 'වරදක්', 'පේන්නෙ', 'නෑ', 'මේ', 'වගෙ', 'අවස්ථාවලට', 'දේශපාලනය', 'ගාව', 'ගන්න', 'හොද', 'නෑ', 'ඒත්', 'මොන', 'දේශපාලන', 'පක්ෂය', 'කින්', 'ආවත්', 'මේ', 'දේ', 'මෙහෙම', 'කරන්න', 'ඕනි', 'unp', 'jvp', 'උන්', 'ආව', 'කියලත්', 'මේ', 'විදිහටම', 'කරන්න', 'ඕනි', 'එහෙම', 'කරාවිද', 'නැද්ද', 'කියලා', 'දන්නෙ', 'කරපු', 'උන්', 'දෙන්න', 'විතරයි']",NO
361,362,"['Desapaluwo', 'uthsawa', 'weleta', 'awasa', 'na', 'penawane', 'parlimenthuwe', 'hati', 'in', 'thaneketa', 'awath', 'nagitinna', 'EPA']",NO
363,364,"['Mona', 'dekarath', 'manussayo', 'api', 'nihathamani', 'wenna', 'oni', 'pali', 'ganim', 'waire', 'pennanna', 'yana', 'eka', 'hari', 'katha', 'vidihatai', 'penne']",NO
369,370,"['යකෝ', '1910', 'ගංජා', 'තහනම්', 'කරලා', 'ඕකුන්ගේ', 'මහ', 'එවුන්ම', 'තමා', 'ඔව්වා', 'හදුන්වලා', 'දුන්නේ']",YES
371,372,"['MAHINDATA', 'GIYASERETH', 'KELAWUNE', 'MAHINDAGE', 'GOLAYO', 'NISAA', 'THAMAYY']",YES
372,373,"['හරි', 'ගානක්', 'කියපන්', 'යකෝ', 'එක', 'එකා', 'නානාප්', 'රකාර', 'ගනන්', 'කියනව', 'අපිට', 'දන්', 'වෙලා', 'තියෙන්නෙ', 'ඕකෙ', 'mean', 'value', 'එක', 'ගන්න']",YES
373,374,"['Aiyooo', 'mahinda', 'attatama', 'lajjai', 'Oba', 'tumawa', 'nati', 'kala', 'golayo', 'tika']",YES
379,380,"['Aehema', 'minissu', 'hitiya', 'nam', 'mun', 'parlimentu', 'yannne', 'broo']",NO
380,381,"['Sri', 'lankan', 'cricket', 'පිලේ', 'පන්දු', 'රැකීමේ', 'පුහුණුකරු', 'තනතුර', 'බාරගන්නකම්', 'පෙරුම්පුරා', 'මග', 'බලාහිදිමි', 'මම', 'ඇයි', 'තව', 'නාවෙ', 'දයා']",NO
381,382,"['Munta', 'pissu', 'mun', 'me', 'nati', 'nasthi', 'karanne', 'ape', 'salli', 'monatada', 'api', 'munta', 'meva', 'karanna', 'bale', 'denneeeee']",YES
382,383,"['Badagini', 'wela', 'harak', 'relata', 'wal', 'miti', '225', 'kapala', 'gihin', 'dahalla', 'atakota', 'oya', 'enaganna', 'eka', 'nawttaganiivi']",YES
383,384,"['නොතිබුණු', 'ප්', 'රශ්නයක්', 'ඇති', 'කර', 'රටෙහි', 'උත්තරීතර', 'ආයතනය', 'ගිනි', 'මඩුවක්', 'කල', 'පුද්ගලයා', 'අද', 'TV', 'එකෙන්', 'මෙවා', 'බලමින්', 'සතුටු', 'වෙනවා', 'ඇති']",YES
384,385,"['Me', '225', 'dena', 'api', 'venuven', 'karana', 'kapaveema', 'dakkama', 'harima', 'duka', 'hithenava', 'pau', 'thamun', 'ganavath', 'nositha', 'gutikagena', 'dagalanne', 'api', 'venuven', 'vadakarannane']",NO
385,386,"['Me', 'serama', 'hadanne', 'me', 'ratata', 'adareta', 'newei', 'balayata', 'mudalata', 'pagawal', 'ganna', 'rate', 'keli', 'wikunanna', 'rata', 'winasa', 'karanna', 'ratak', 'nethi', 'karanna', 'hadanne']",YES
386,387,"['damn', 'bugaboos', 'wosrt', 'government', 'busking', 'money', 'Hama', 'deyakma', 'wena', 'ahinsaka', 'dupath', 'minissunta', 'thama', 'lankawe', 'me', 'kalakani', 'yakkunta', 'occurred', 'wath', 'Nene', 'Shit', 'damn', 'koti', 'ganan', 'billons', 'ganan', 'waste', 'karana', 'nugath', 'kalakani', 'yakku', 'podi', 'ratak', 'development', 'karana', 'horu', 'ralak', 'Inna', 'ona', 'kalakani', 'yakku', 'o', 'level', 'a', 'level', 'kiyala', 'wath', 'pass', 'nethi', 'budimath', 'citizens', 'la', 'mewage', 'musala', 'kalakani', 'yakku', 'Inna', 'rataka', 'Inna', 'asanethe', 'ekai', 'guest', 'keneck', 'ma', 'awila', 'rate', 'situation', 'eka', 'ahumwa', 'nondi', 'I', 'say', 'shit', 'kisima', 'disciplined', 'ethics', 'auspicious', 'occasion', 'ekak', 'nethi', 'ratak', 'ashamed', 'people', 's']",YES
